01:01,W
01:02,W
01:03,W
01:04,W
01:05,W
01:06,W
01:07,W
01:08,W
01:09,W
01:10,W
01:11,W
01:12,W
01:13,W
01:14,W
01:15,W
01:16,W
01:17,W
01:18,W
01:19,W
01:20,W
01:21,W
01:22,W
01:23,W
01:24,W
01:25,W
01:26,W
01:27,W
01:28,W
02:01,W
02:02,p
02:03,p
02:04,p
02:05,p
02:06,p
02:07,p
02:08,p
02:09,p
02:10,p
02:11,p
02:12,p
02:13,p
02:14,p
02:15,p
02:16,p
02:17,p
02:18,p
02:19,p
02:20,p
02:21,p
02:22,p
02:23,p
02:24,p
02:25,p
02:26,p
02:27,p
02:28,W
03:01,W
03:02,p
03:03,O
03:04,W
03:05,W
03:06,p
03:07,W
03:08,W
03:09,W
03:10,p
03:11,W
03:12,W
03:13,W
03:14,p
03:15,W
03:16,W
03:17,W
03:18,p
03:19,W
03:20,W
03:21,W
03:22,p
03:23,W
03:24,W
03:25,W
03:26,O
03:27,p
03:28,W
04:01,W
04:02,p
04:03,W
04:04,W
04:05,W
04:06,p
04:07,W
04:08,W
04:09,W
04:10,p
04:11,p
04:12,p
04:13,p
04:14,p
04:15,W
04:16,W
04:17,W
04:18,p
04:19,p
04:20,p
04:21,p
04:22,p
04:23,W
04:24,W
04:25,W
04:26,W
04:27,p
04:28,W
05:01,W
05:02,p
05:03,p
05:04,p
05:05,p
05:06,p
05:07,W
05:08,W
05:09,W
05:10,p
05:11,W
05:12,W
05:13,W
05:14,p
05:15,W
05:16,W
05:17,W
05:18,p
05:19,W
05:20,W
05:21,W
05:22,p
05:23,W
05:24,W
05:25,W
05:26,W
05:27,p
05:28,W
06:01,W
06:02,p
06:03,W
06:04,W
06:05,W
06:06,p
06:07,W
06:08,W
06:09,W
06:10,p
06:11,W
06:12,W
06:13,W
06:14,p
06:15,W
06:16,W
06:17,W
06:18,p
06:19,W
06:20,W
06:21,W
06:22,p
06:23,W
06:24,W
06:25,W
06:26,p
06:27,p
06:28,W
07:01,W
07:02,p
07:03,p
07:04,p
07:05,p
07:06,p
07:07,p
07:08,p
07:09,p
07:10,p
07:11,p
07:12,p
07:13,p
07:14,p
07:15,p
07:16,p
07:17,p
07:18,p
07:19,p
07:20,p
07:21,p
07:22,p
07:23,p
07:24,p
07:25,p
07:26,p
07:27,p
07:28,W
08:01,W
08:02,p
08:03,W
08:04,p
08:05,W
08:06,W
08:07,p
08:08,W
08:09,W
08:10,W
08:11,p
08:12,W
08:13,p
08:14,W
08:15,p
08:16,W
08:17,W
08:18,W
08:19,p
08:20,W
08:21,p
08:22,W
08:23,W
08:24,W
08:25,p
08:26,W
08:27,p
08:28,W
09:01,W
09:02,p
09:03,W
09:04,p
09:05,W
09:06,W
09:07,p
09:08,W
09:09,W
09:10,W
09:11,p
09:12,W
09:13,p
09:14,W
09:15,p
09:16,W
09:17,W
09:18,W
09:19,p
09:20,W
09:21,p
09:22,W
09:23,W
09:24,W
09:25,p
09:26,W
09:27,p
09:28,W
10:01,W
10:02,p
10:03,W
10:04,p
10:05,W
10:06,W
10:07,p
10:08,W
10:09,W
10:10,W
10:11,p
10:12,W
10:13,p
10:14,W
10:15,p
10:16,W
10:17,W
10:18,W
10:19,p
10:20,W
10:21,p
10:22,W
10:23,W
10:24,W
10:25,p
10:26,W
10:27,p
10:28,W
11:01,W
11:02,p
11:03,W
11:04,p
11:05,W
11:06,W
11:07,p
11:08,W
11:09,W
11:10,W
11:11,p
11:12,W
11:13,p
11:14,W
11:15,p
11:16,W
11:17,W
11:18,W
11:19,p
11:20,W
11:21,p
11:22,W
11:23,W
11:24,W
11:25,p
11:26,W
11:27,p
11:28,W
12:01,W
12:02,p
12:03,p
12:04,p
12:05,p
12:06,p
12:07,p
12:08,p
12:09,p
12:10,p
12:11,p
12:12,p
12:13,p
12:14,p
12:15,p
12:16,p
12:17,p
12:18,p
12:19,p
12:20,p
12:21,p
12:22,p
12:23,p
12:24,p
12:25,p
12:26,p
12:27,p
12:28,W
13:01,W
13:02,p
13:03,C
13:04,W
13:05,W
13:06,p
13:07,p
13:08,W
13:09,W
13:10,W
13:11,W
13:12,p
13:13,p
13:14,p
13:15,p
13:16,p
13:17,p
13:18,W
13:19,W
13:20,W
13:21,W
13:22,p
13:23,p
13:24,W
13:25,W
13:26,p
13:27,p
13:28,W
14:01,W
14:02,p
14:03,W
14:04,W
14:05,W
14:06,W
14:07,p
14:08,W
14:09,W
14:10,W
14:11,W
14:12,p
14:13,p
14:14,p
14:15,p
14:16,p
14:17,p
14:18,W
14:19,W
14:20,W
14:21,W
14:22,p
14:23,W
14:24,W
14:25,W
14:26,W
14:27,p
14:28,W
15:01,W
15:02,p
15:03,p
15:04,p
15:05,p
15:06,p
15:07,p
15:08,p
15:09,p
15:10,p
15:11,p
15:12,p
15:13,F
15:14,F
15:15,F
15:16,F
15:17,p
15:18,p
15:19,p
15:20,p
15:21,p
15:22,p
15:23,p
15:24,p
15:25,p
15:26,p
15:27,p
15:28,W
16:01,W
16:02,p
16:03,W
16:04,W
16:05,W
16:06,W
16:07,p
16:08,W
16:09,W
16:10,W
16:11,W
16:12,p
16:13,p
16:14,p
16:15,p
16:16,p
16:17,p
16:18,W
16:19,W
16:20,W
16:21,W
16:22,p
16:23,W
16:24,W
16:25,W
16:26,W
16:27,p
16:28,W
17:01,W
17:02,p
17:03,W
17:04,W
17:05,W
17:06,W
17:07,p
17:08,p
17:09,W
17:10,W
17:11,p
17:12,p
17:13,p
17:14,p
17:15,p
17:16,p
17:17,p
17:18,p
17:19,W
17:20,W
17:21,p
17:22,p
17:23,W
17:24,W
17:25,W
17:26,W
17:27,p
17:28,W
18:01,W
18:02,p
18:03,p
18:04,p
18:05,p
18:06,p
18:07,p
18:08,p
18:09,p
18:10,p
18:11,p
18:12,p
18:13,p
18:14,p
18:15,p
18:16,p
18:17,p
18:18,p
18:19,p
18:20,p
18:21,p
18:22,p
18:23,p
18:24,p
18:25,p
18:26,p
18:27,p
18:28,W
19:01,W
19:02,p
19:03,W
19:04,p
19:05,W
19:06,W
19:07,p
19:08,W
19:09,W
19:10,W
19:11,p
19:12,W
19:13,p
19:14,W
19:15,p
19:16,W
19:17,W
19:18,W
19:19,p
19:20,W
19:21,p
19:22,W
19:23,W
19:24,W
19:25,p
19:26,W
19:27,p
19:28,W
20:01,W
20:02,p
20:03,W
20:04,p
20:05,W
20:06,W
20:07,p
20:08,W
20:09,W
20:10,W
20:11,p
20:12,W
20:13,p
20:14,W
20:15,p
20:16,W
20:17,W
20:18,W
20:19,p
20:20,W
20:21,p
20:22,W
20:23,W
20:24,W
20:25,p
20:26,W
20:27,p
20:28,W
21:01,W
21:02,p
21:03,W
21:04,p
21:05,W
21:06,W
21:07,p
21:08,W
21:09,W
21:10,W
21:11,p
21:12,W
21:13,p
21:14,W
21:15,p
21:16,W
21:17,W
21:18,W
21:19,p
21:20,W
21:21,p
21:22,W
21:23,W
21:24,W
21:25,p
21:26,W
21:27,p
21:28,W
22:01,W
22:02,p
22:03,W
22:04,p
22:05,W
22:06,W
22:07,p
22:08,W
22:09,W
22:10,W
22:11,p
22:12,W
22:13,p
22:14,P
22:15,p
22:16,W
22:17,W
22:18,W
22:19,p
22:20,W
22:21,p
22:22,W
22:23,W
22:24,W
22:25,p
22:26,W
22:27,p
22:28,W
23:01,W
23:02,p
23:03,p
23:04,p
23:05,p
23:06,p
23:07,p
23:08,p
23:09,p
23:10,p
23:11,p
23:12,p
23:13,p
23:14,p
23:15,p
23:16,p
23:17,p
23:18,p
23:19,p
23:20,p
23:21,p
23:22,p
23:23,p
23:24,p
23:25,p
23:26,p
23:27,p
23:28,W
24:01,W
24:02,p
24:03,W
24:04,W
24:05,W
24:06,p
24:07,W
24:08,W
24:09,W
24:10,p
24:11,W
24:12,W
24:13,W
24:14,p
24:15,W
24:16,W
24:17,W
24:18,p
24:19,W
24:20,W
24:21,W
24:22,p
24:23,W
24:24,W
24:25,W
24:26,p
24:27,p
24:28,W
25:01,W
25:02,p
25:03,p
25:04,p
25:05,p
25:06,p
25:07,W
25:08,W
25:09,W
25:10,p
25:11,p
25:12,p
25:13,p
25:14,p
25:15,W
25:16,W
25:17,W
25:18,p
25:19,p
25:20,p
25:21,p
25:22,p
25:23,W
25:24,W
25:25,W
25:26,W
25:27,p
25:28,W
26:01,W
26:02,p
26:03,W
26:04,W
26:05,W
26:06,p
26:07,W
26:08,W
26:09,W
26:10,p
26:11,W
26:12,W
26:13,W
26:14,p
26:15,W
26:16,W
26:17,W
26:18,p
26:19,W
26:20,W
26:21,W
26:22,p
26:23,W
26:24,W
26:25,W
26:26,W
26:27,p
26:28,W
27:01,W
27:02,p
27:03,O
27:04,W
27:05,W
27:06,p
27:07,W
27:08,W
27:09,W
27:10,p
27:11,W
27:12,W
27:13,W
27:14,p
27:15,W
27:16,W
27:17,W
27:18,p
27:19,W
27:20,W
27:21,W
27:22,p
27:23,W
27:24,W
27:25,W
27:26,O
27:27,p
27:28,W
28:01,W
28:02,p
28:03,p
28:04,p
28:05,p
28:06,p
28:07,p
28:08,p
28:09,p
28:10,p
28:11,p
28:12,p
28:13,p
28:14,p
28:15,p
28:16,p
28:17,p
28:18,p
28:19,p
28:20,p
28:21,p
28:22,p
28:23,p
28:24,p
28:25,p
28:26,p
28:27,p
28:28,W
29:01,W
29:02,W
29:03,W
29:04,W
29:05,W
29:06,W
29:07,W
29:08,W
29:09,W
29:10,W
29:11,W
29:12,W
29:13,W
29:14,W
29:15,W
29:16,W
29:17,W
29:18,W
29:19,W
29:20,W
29:21,W
29:22,W
29:23,W
29:24,W
29:25,W
29:26,W
29:27,W
29:28,W
